cwe,hit_type,Hit3,Hit1,Hit50,Hit30
22,fixed,0.15,0.0,0.95,0.6
22,b_av,-,-,0.25757575757575757,0.0
22,b_se,0.40875912408759124,0.18248175182481752,0.6642335766423357,0.48905109489051096
22,b_sk,0.0,0.0,0.015151515151515152,0.007575757575757576
22,b_sesk,0.40875912408759124,0.18248175182481752,0.6788321167883211,0.49635036496350365
79,fixed,1.0,0.8709677419354839,1.0,0.967741935483871
79,b_av,-,-,0.6561085972850679,0.17647058823529413
79,b_se,0.39111111111111113,0.1111111111111111,0.6711111111111111,0.43555555555555553
79,b_sk,0.35294117647058826,0.12669683257918551,0.4660633484162896,0.334841628959276
79,b_sesk,0.6444444444444445,0.23555555555555555,0.9022222222222223,0.6977777777777778
89,fixed,0.3120567375886525,0.2127659574468085,0.8900709219858156,0.5354609929078015
89,b_av,-,-,0.7091503267973857,0.238562091503268
89,b_se,0.47249190938511326,0.3333333333333333,0.7702265372168284,0.56957928802589
89,b_sk,0.1437908496732026,0.02287581699346405,0.40522875816993464,0.22549019607843138
89,b_sesk,0.5501618122977346,0.3559870550161812,0.8867313915857605,0.6925566343042071
190,fixed,0.9741007194244604,0.679136690647482,0.9884892086330935,0.9294964028776979
190,b_av,-,-,0.4625,0.06428571428571428
190,b_se,0.48857644991212656,0.1704745166959578,0.6766256590509666,0.4446397188049209
190,b_sk,0.075,0.0035714285714285713,0.23035714285714284,0.05892857142857143
190,b_sesk,0.5166959578207382,0.17398945518453426,0.7504393673110721,0.4850615114235501
191,fixed,0.9912434325744308,0.6287215411558669,0.989492119089317,0.9071803852889667
191,b_av,-,-,0.39823008849557523,0.06858407079646017
191,b_se,0.47368421052631576,0.19298245614035087,0.5328947368421053,0.3881578947368421
191,b_sk,0.1076923076923077,0.0,0.24395604395604395,0.05274725274725275
191,b_sesk,0.5032679738562091,0.19172113289760348,0.6339869281045751,0.42919389978213507
