hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.22645669291338583,0.06299212598425197,0.38393700787401575,0.20566929133858267
b_av,-,-,0.35092644581695676,0.04856822010106682
b_sesk,0.47102408044456207,0.2230748875363853,0.7314104260386346,0.5149510452500662
