cwe,hit_type,Hit3,Hit1,Hit50,Hit30
22,fixed,0.7916666666666666,0.5,1.0,0.7916666666666666
22,b_av,-,-,0.8787878787878788,0.3560606060606061
22,b_se,0.3357664233576642,0.20437956204379562,0.8248175182481752,0.8175182481751825
22,b_sk,0.06818181818181818,0.0,0.6439393939393939,0.25757575757575757
22,b_sesk,0.39416058394160586,0.20437956204379562,1.0,0.9927007299270073
79,fixed,0.8484848484848485,0.0,0.8484848484848485,0.6060606060606061
79,b_av,-,-,0.2986425339366516,0.01809954751131222
79,b_se,0.20444444444444446,0.1511111111111111,0.7422222222222222,0.28444444444444444
79,b_sk,0.09954751131221719,0.004524886877828055,0.167420814479638,0.12217194570135746
79,b_sesk,0.3022222222222222,0.15555555555555556,0.8622222222222222,0.40444444444444444
89,fixed,0.8154362416107382,0.3523489932885906,0.9765100671140939,0.9395973154362416
89,b_av,-,-,0.9049180327868852,0.3114754098360656
89,b_se,0.4318181818181818,0.3538961038961039,0.9253246753246753,0.8636363636363636
89,b_sk,0.03934426229508197,0.006557377049180328,0.42295081967213116,0.11475409836065574
89,b_sesk,0.45454545454545453,0.36038961038961037,0.9967532467532467,0.9253246753246753
190,fixed,0.7048710601719198,0.35816618911174786,0.9226361031518625,0.7808022922636103
190,b_av,-,-,0.5709281961471103,0.11033274956217162
190,b_se,0.5396551724137931,0.2189655172413793,0.7637931034482759,0.5655172413793104
190,b_sk,0.1646234676007005,0.047285464098073555,0.3239929947460595,0.14711033274956217
190,b_sesk,0.6103448275862069,0.2655172413793103,0.8879310344827587,0.6724137931034483
191,fixed,0.6287215411558669,0.18563922942206654,0.8984238178633975,0.6935201401050788
191,b_av,-,-,0.6401766004415012,0.0684326710816777
191,b_se,0.5054704595185996,0.3544857768052516,0.7330415754923414,0.6148796498905909
191,b_sk,0.16885964912280702,0.017543859649122806,0.29605263157894735,0.1206140350877193
191,b_sesk,0.5934782608695652,0.3695652173913043,0.8695652173913043,0.7043478260869566
