node_number,hit_type,Hit10,Hit5,Hit3,Hit1,Hit50%,Hit30%,total
>=5<10,fixed,-,809,676,331,678,456,873
>=5<10,b_av,-,-,-,-,419,40,719
>=5<10,b_sesk,-,760,693,403,707,519,774
>=10<20,fixed,1328,1122,875,363,1210,1028,1421
>=10<20,b_av,-,-,-,-,876,156,1911
>=10<20,b_sesk,1921,1559,859,404,1814,1236,1991
>=20,fixed,839,704,509,188,857,784,916
>=20,b_av,-,-,-,-,536,137,976
>=20,b_sesk,840,549,249,158,891,739,1065
