hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.6415625,0.3115625,0.7671875,0.6175
b_av,-,-,0.2834492350486787,0.03532684283727399
b_sesk,0.3500921295077652,0.19294551197683601,0.6372729665701501,0.3672018952355883
