hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.231496062992126,0.06834645669291338,0.3492913385826772,0.20094488188976378
b_av,-,-,0.20266062836116613,0.018964053212567222
b_sesk,0.3269282092340539,0.13237256471844142,0.6295703229250067,0.366693354683747
