hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.2191309784307596,0.09565489215379806,0.305095342294467,0.17755548608940294
b_av,-,-,0.3938202247191011,0.0449438202247191
b_sesk,0.5484639830508474,0.2788665254237288,0.9041313559322034,0.5945444915254238
