node_number,hit_type,Hit10,Hit5,Hit3,Hit1,Hit50%,Hit30%,total
>=5<10,fixed,-,706,455,206,445,264,875
>=5<10,b_av,-,-,-,-,401,75,696
>=5<10,b_sesk,-,738,687,384,704,505,745
>=10<20,fixed,758,305,213,91,378,232,1410
>=10<20,b_av,-,-,-,-,649,68,1893
>=10<20,b_sesk,1922,1307,941,473,1725,1082,1972
>=20,fixed,94,55,33,9,153,72,914
>=20,b_av,-,-,-,-,352,17,971
>=20,b_sesk,940,541,443,196,985,658,1059
