hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.7417508417508417,0.6245791245791246,0.8377104377104377,0.7306397306397306
b_av,-,-,0.5210495963091119,0.17647058823529413
b_sesk,0.6410743353228432,0.3095496473141617,0.7867607162235486,0.6028214867064569
