hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.7693999371661954,0.49607288721332077,0.8545397423814012,0.7533773169965441
b_av,-,-,0.38433868289983397,0.0630879911455451
b_sesk,0.5091383812010444,0.26762402088772846,0.8467362924281985,0.5913838120104439
