hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.7564634535588892,0.6316629428662623,0.8707309288222151,0.7804021704436642
b_av,-,-,0.5616515837104072,0.14394796380090497
b_sesk,0.5123637330497208,0.25312416910396174,0.8869981387928743,0.6261632544536028
