cwe,hit_type,Hit3,Hit1,Hit50,Hit30
22,fixed,0.391304347826087,0.21739130434782608,0.8260869565217391,0.6521739130434783
22,b_av,-,-,0.38636363636363635,0.015151515151515152
22,b_se,0.10948905109489052,0.0,0.656934306569343,0.29927007299270075
22,b_sk,0.0,0.0,0.23484848484848486,0.03787878787878788
22,b_sesk,0.10948905109489052,0.0,0.8029197080291971,0.3357664233576642
79,fixed,0.45454545454545453,0.30303030303030304,0.8484848484848485,0.30303030303030304
79,b_av,-,-,0.5520361990950227,0.06787330316742081
79,b_se,0.04,0.0,0.20444444444444446,0.008888888888888889
79,b_sk,0.5610859728506787,0.03619909502262444,0.7782805429864253,0.6334841628959276
79,b_sesk,0.5777777777777777,0.035555555555555556,0.8,0.6311111111111111
89,fixed,0.40604026845637586,0.2516778523489933,0.8791946308724832,0.6946308724832215
89,b_av,-,-,0.2682119205298013,0.026490066225165563
89,b_se,0.11475409836065574,0.013114754098360656,0.6491803278688525,0.2721311475409836
89,b_sk,0.016556291390728478,0.0033112582781456954,0.19205298013245034,0.04304635761589404
89,b_sesk,0.13114754098360656,0.01639344262295082,0.7573770491803279,0.3081967213114754
190,fixed,0.7962697274031564,0.4648493543758967,0.9182209469153515,0.8206599713055954
190,b_av,-,-,0.3756708407871199,0.03756708407871199
190,b_se,0.4788732394366197,0.1936619718309859,0.6954225352112676,0.43485915492957744
190,b_sk,0.059033989266547404,0.0,0.24686940966010734,0.08944543828264759
190,b_sesk,0.5158450704225352,0.1936619718309859,0.8397887323943662,0.5140845070422535
191,fixed,0.8388791593695272,0.45709281961471104,0.9597197898423818,0.8739054290718039
191,b_av,-,-,0.4116331096196868,0.03803131991051454
191,b_se,0.3946784922394678,0.21286031042128603,0.7028824833702882,0.3458980044345898
191,b_sk,0.07111111111111111,0.0,0.29555555555555557,0.09333333333333334
191,b_sesk,0.4185022026431718,0.21145374449339208,0.8370044052863436,0.43171806167400884
