cwe,hit_type,Hit3,Hit1,Hit50,Hit30
22,fixed,0.8260869565217391,0.5217391304347826,0.8260869565217391,0.8260869565217391
22,b_av,-,-,0.6893939393939394,0.20454545454545456
22,b_se,0.27007299270072993,0.08759124087591241,0.7153284671532847,0.5255474452554745
22,b_sk,0.09848484848484848,0.0,0.4015151515151515,0.17424242424242425
22,b_sesk,0.35766423357664234,0.08759124087591241,0.8613138686131386,0.635036496350365
79,fixed,0.8484848484848485,0.6666666666666666,0.8181818181818182,0.696969696969697
79,b_av,-,-,0.6742081447963801,0.004524886877828055
79,b_se,0.5822222222222222,0.3377777777777778,0.88,0.6622222222222223
79,b_sk,0.01809954751131222,0.0,0.06787330316742081,0.013574660633484163
79,b_sesk,0.5822222222222222,0.3377777777777778,0.9155555555555556,0.6755555555555556
89,fixed,0.2760942760942761,0.11784511784511785,0.8518518518518519,0.44107744107744107
89,b_av,-,-,0.4506578947368421,0.03618421052631579
89,b_se,0.28338762214983715,0.1270358306188925,0.8436482084690554,0.6579804560260586
89,b_sk,0.013157894736842105,0.0,0.13486842105263158,0.023026315789473683
89,b_sesk,0.2964169381107492,0.1270358306188925,0.8990228013029316,0.6807817589576547
190,fixed,0.2744252873563218,0.09339080459770115,0.3103448275862069,0.20545977011494254
190,b_av,-,-,0.26444833625218916,0.008756567425569177
190,b_se,0.4879310344827586,0.23103448275862068,0.7931034482758621,0.5
190,b_sk,0.03677758318739054,0.0,0.040280210157618214,0.0017513134851138354
190,b_sesk,0.506896551724138,0.23103448275862068,0.8068965517241379,0.5017241379310344
191,fixed,0.3093145869947276,0.1195079086115993,0.3233743409490334,0.2126537785588752
191,b_av,-,-,0.2676991150442478,0.015486725663716814
191,b_se,0.4298245614035088,0.2236842105263158,0.8114035087719298,0.3881578947368421
191,b_sk,0.07252747252747253,0.004395604395604396,0.05934065934065934,0.006593406593406593
191,b_sesk,0.46187363834422657,0.22657952069716775,0.8366013071895425,0.39215686274509803
