node_number,hit_type,Hit10,Hit5,Hit3,Hit1,Hit50%,Hit30%,total
>=5<10,fixed,-,792,627,275,666,425,862
>=5<10,b_av,-,-,-,-,349,20,687
>=5<10,b_sesk,-,713,650,289,678,455,736
>=10<20,fixed,980,529,357,157,636,413,1406
>=10<20,b_av,-,-,-,-,541,100,1882
>=10<20,b_sesk,1944,1550,939,256,1791,1325,1961
>=20,fixed,274,149,99,40,344,194,908
>=20,b_av,-,-,-,-,446,56,950
>=20,b_sesk,999,682,367,108,1016,913,1040
