hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.3409949622166247,0.1486146095717884,0.5182619647355163,0.3249370277078086
b_av,-,-,0.37965331059960217,0.05001420858198352
b_sesk,0.5234145036125234,0.17473909553117473,0.9325662295959326,0.7206315226117206
