cwe,hit_type,Hit3,Hit1,Hit50,Hit30
22,fixed,0.08695652173913043,0.0,0.8260869565217391,0.6086956521739131
22,b_av,-,-,0.9618320610687023,0.44274809160305345
22,b_se,0.6176470588235294,0.2647058823529412,0.8308823529411765,0.8161764705882353
22,b_sk,0.24427480916030533,0.04580152671755725,0.6564885496183206,0.2900763358778626
22,b_sesk,0.7794117647058824,0.3088235294117647,1.0,0.9926470588235294
79,fixed,0.5454545454545454,0.12121212121212122,0.8181818181818182,0.21212121212121213
79,b_av,-,-,0.2986425339366516,0.04524886877828054
79,b_se,0.47555555555555556,0.18222222222222223,0.9022222222222223,0.7111111111111111
79,b_sk,0.12669683257918551,0.00904977375565611,0.17194570135746606,0.1493212669683258
79,b_sesk,0.5866666666666667,0.19111111111111112,0.9822222222222222,0.8444444444444444
89,fixed,0.2440677966101695,0.08135593220338982,0.6203389830508474,0.376271186440678
89,b_av,-,-,0.8552188552188552,0.050505050505050504
89,b_se,0.5866666666666667,0.22,0.9,0.8333333333333334
89,b_sk,0.020202020202020204,0.0,0.15488215488215487,0.05387205387205387
89,b_sesk,0.6066666666666667,0.22,0.9866666666666667,0.8866666666666667
190,fixed,0.46734397677793904,0.29172714078374457,0.6182873730043541,0.432510885341074
190,b_av,-,-,0.2903225806451613,0.021505376344086023
190,b_se,0.4038800705467372,0.1746031746031746,0.7724867724867724,0.5590828924162258
190,b_sk,0.1003584229390681,0.01971326164874552,0.0931899641577061,0.053763440860215055
190,b_sesk,0.4585537918871252,0.19400352733686066,0.8359788359788359,0.6119929453262787
191,fixed,0.4220665499124343,0.19089316987740806,0.5516637478108581,0.36252189141856395
191,b_av,-,-,0.34451901565995524,0.020134228187919462
191,b_se,0.5077605321507761,0.21286031042128603,0.8713968957871396,0.6940133037694013
191,b_sk,0.09111111111111111,0.006666666666666667,0.08888888888888889,0.044444444444444446
191,b_sesk,0.5484581497797357,0.21806167400881057,0.9317180616740088,0.7268722466960352
