hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.8163723916532906,0.449438202247191,0.9081861958266453,0.7756019261637239
b_av,-,-,0.6827489481065918,0.27573632538569426
b_sesk,0.7568637803590285,0.35533262935586063,0.9400739176346357,0.8207497360084477
