node_number,hit_type,Hit10,Hit5,Hit3,Hit1,Hit50%,Hit30%,total
>=5<10,fixed,-,692,449,45,464,223,867
>=5<10,b_av,-,-,-,-,335,36,706
>=5<10,b_sesk,-,731,681,502,678,555,759
>=10<20,fixed,1230,931,680,132,1026,807,1419
>=10<20,b_av,-,-,-,-,840,113,1896
>=10<20,b_sesk,1938,1597,1376,896,1758,1491,1975
>=20,fixed,565,358,254,41,617,449,911
>=20,b_av,-,-,-,-,599,55,971
>=20,b_sesk,1013,863,746,522,1033,931,1060
