node_number,hit_type,Hit10,Hit5,Hit3,Hit1,Hit50%,Hit30%,total
>=5<10,fixed,-,777,472,123,536,220,871
>=5<10,b_av,-,-,-,-,358,23,693
>=5<10,b_sesk,-,731,641,294,665,429,743
>=10<20,fixed,1022,494,360,142,571,412,1415
>=10<20,b_av,-,-,-,-,427,21,1897
>=10<20,b_sesk,1558,851,572,154,1153,653,1975
>=20,fixed,252,172,139,61,314,203,907
>=20,b_av,-,-,-,-,247,22,970
>=20,b_sesk,485,202,123,37,671,301,1060
