node_number,hit_type,Hit10,Hit5,Hit3,Hit1,Hit50%,Hit30%,total
>=5<10,fixed,-,834,762,385,775,554,860
>=5<10,b_av,-,-,-,-,458,123,693
>=5<10,b_sesk,-,723,620,413,626,516,746
>=10<20,fixed,1276,1167,1060,730,1223,1101,1396
>=10<20,b_av,-,-,-,-,754,274,1893
>=10<20,b_sesk,1772,1194,876,487,1445,1045,1970
>=20,fixed,694,619,559,389,731,657,899
>=20,b_av,-,-,-,-,345,105,968
>=20,b_sesk,724,466,330,149,805,555,1058
