node_number,hit_type,Hit10,Hit5,Hit3,Hit1,Hit50%,Hit30%,total
>=5<10,fixed,-,762,742,646,742,692,768
>=5<10,b_av,-,-,-,-,225,59,670
>=5<10,b_sesk,-,687,516,217,530,305,722
>=10<20,fixed,1202,1071,996,880,1139,1041,1284
>=10<20,b_av,-,-,-,-,757,212,1872
>=10<20,b_sesk,1872,1313,1128,805,1523,1188,1953
>=20,fixed,633,534,486,441,665,608,849
>=20,b_av,-,-,-,-,426,122,961
>=20,b_sesk,874,702,622,385,922,760,1051
