cwe,hit_type,Hit3,Hit1,Hit50,Hit30
22,fixed,0.4166666666666667,0.0,0.7916666666666666,0.6666666666666666
22,b_av,-,-,0.6136363636363636,0.11363636363636363
22,b_se,0.38686131386861317,0.3284671532846715,0.7007299270072993,0.583941605839416
22,b_sk,0.0,0.0,0.2803030303030303,0.030303030303030304
22,b_sesk,0.38686131386861317,0.3284671532846715,0.8102189781021898,0.5912408759124088
79,fixed,0.42424242424242425,0.0,0.696969696969697,0.15151515151515152
79,b_av,-,-,0.26244343891402716,0.03167420814479638
79,b_se,0.2577777777777778,0.21333333333333335,0.38222222222222224,0.26666666666666666
79,b_sk,0.09049773755656108,0.0,0.2669683257918552,0.10407239819004525
79,b_sesk,0.3333333333333333,0.21333333333333335,0.5955555555555555,0.36444444444444446
89,fixed,0.037800687285223365,0.0,0.2542955326460481,0.061855670103092786
89,b_av,-,-,0.545751633986928,0.14052287581699346
89,b_se,0.3333333333333333,0.2686084142394822,0.6084142394822006,0.44660194174757284
89,b_sk,0.013071895424836602,0.0,0.3888888888888889,0.13398692810457516
89,b_sesk,0.34627831715210355,0.2686084142394822,0.8414239482200647,0.5631067961165048
190,fixed,0.8220946915351507,0.5021520803443329,0.8507890961262554,0.7675753228120517
190,b_av,-,-,0.30244755244755245,0.03671328671328671
190,b_se,0.21514629948364888,0.0963855421686747,0.32358003442340794,0.1703958691910499
190,b_sk,0.1993006993006993,0.11013986013986014,0.3916083916083916,0.1853146853146853
190,b_sesk,0.3855421686746988,0.20481927710843373,0.6471600688468159,0.3476764199655766
191,fixed,0.7736842105263158,0.43508771929824563,0.8350877192982457,0.7263157894736842
191,b_av,-,-,0.2251655629139073,0.019867549668874173
191,b_se,0.21663019693654267,0.10284463894967177,0.3041575492341357,0.1838074398249453
191,b_sk,0.17543859649122806,0.07017543859649122,0.3355263157894737,0.1337719298245614
191,b_sesk,0.3782608695652174,0.17173913043478262,0.6,0.30869565217391304
