node_number,hit_type,Hit10,Hit5,Hit3,Hit1,Hit50%,Hit30%,total
>=5<10,fixed,-,815,743,498,765,610,847
>=5<10,b_av,-,-,-,-,484,109,673
>=5<10,b_sesk,-,721,672,383,678,514,725
>=10<20,fixed,1187,1067,1024,867,1102,1042,1384
>=10<20,b_av,-,-,-,-,1159,469,1868
>=10<20,b_sesk,1875,1440,1031,493,1701,1261,1950
>=20,fixed,594,553,524,450,614,577,895
>=20,b_av,-,-,-,-,610,154,959
>=20,b_sesk,912,679,438,170,950,790,1048
