hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.3333333333333333,0.08999686422075887,0.5174035747883349,0.33239259956099093
b_av,-,-,0.398927159796725,0.08300395256916997
b_sesk,0.4620708011711472,0.17407505988820868,0.789459675272824,0.5187649720521693
