node_number,hit_type,Hit10,Hit5,Hit3,Hit1,Hit50%,Hit30%,total
>=5<10,fixed,-,812,629,155,661,332,871
>=5<10,b_av,-,-,-,-,315,48,700
>=5<10,b_sesk,-,733,651,324,667,457,755
>=10<20,fixed,1336,1090,722,78,1179,936,1412
>=10<20,b_av,-,-,-,-,557,92,1900
>=10<20,b_sesk,1866,1222,817,216,1647,971,1982
>=20,fixed,766,541,351,25,828,636,914
>=20,b_av,-,-,-,-,358,61,973
>=20,b_sesk,614,321,218,79,764,432,1062
