hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.2570268582136165,0.08994378513429106,0.34697064334790756,0.23828856964397252
b_av,-,-,0.4200965086573943,0.02753335225659949
b_sesk,0.4528655597214783,0.09721478307445099,0.8425281199785752,0.5749866095340118
