cwe,hit_type,Hit3,Hit1,Hit50,Hit30
22,fixed,0.4166666666666667,0.041666666666666664,0.625,0.4583333333333333
22,b_av,-,-,0.9772727272727273,0.49242424242424243
22,b_se,0.2846715328467153,0.072992700729927,0.8102189781021898,0.5036496350364964
22,b_sk,0.4318181818181818,0.03787878787878788,0.8181818181818182,0.5984848484848485
22,b_sesk,0.6131386861313869,0.10948905109489052,1.0,0.8759124087591241
79,fixed,0.5757575757575758,0.0,0.5757575757575758,0.5454545454545454
79,b_av,-,-,0.4298642533936652,0.02262443438914027
79,b_se,0.40444444444444444,0.0,0.8577777777777778,0.49777777777777776
79,b_sk,0.22171945701357465,0.013574660633484163,0.248868778280543,0.19457013574660634
79,b_sesk,0.6088888888888889,0.013333333333333334,0.9777777777777777,0.6844444444444444
89,fixed,0.07718120805369127,0.030201342281879196,0.5302013422818792,0.08053691275167785
89,b_av,-,-,0.9313725490196079,0.26143790849673204
89,b_se,0.3268608414239482,0.11326860841423948,0.6763754045307443,0.45307443365695793
89,b_sk,0.06535947712418301,0.0,0.7843137254901961,0.3627450980392157
89,b_sesk,0.39158576051779936,0.11326860841423948,0.9902912621359223,0.7572815533980582
190,fixed,0.670487106017192,0.12893982808022922,0.8696275071633238,0.6361031518624641
190,b_av,-,-,0.6573426573426573,0.24475524475524477
190,b_se,0.4578313253012048,0.2667814113597246,0.6058519793459552,0.46471600688468157
190,b_sk,0.34265734265734266,0.09090909090909091,0.5944055944055944,0.3076923076923077
190,b_sesk,0.6901893287435457,0.35628227194492257,0.8691910499139415,0.6746987951807228
191,fixed,0.6409807355516638,0.13660245183887915,0.8318739054290718,0.6339754816112084
191,b_av,-,-,0.7284768211920529,0.19646799116997793
191,b_se,0.5032822757111597,0.32603938730853393,0.7264770240700219,0.5185995623632386
191,b_sk,0.24561403508771928,0.043859649122807015,0.4956140350877193,0.21710526315789475
191,b_sesk,0.6760869565217391,0.3673913043478261,0.9043478260869565,0.6695652173913044
