cwe,hit_type,Hit3,Hit1,Hit50,Hit30
22,fixed,0.4583333333333333,0.2916666666666667,1.0,0.7916666666666666
22,b_av,-,-,0.9848484848484849,0.38636363636363635
22,b_se,0.6934306569343066,0.44525547445255476,0.9197080291970803,0.8759124087591241
22,b_sk,0.09090909090909091,0.03787878787878788,0.4318181818181818,0.12121212121212122
22,b_sesk,0.7591240875912408,0.48175182481751827,1.0,0.948905109489051
79,fixed,0.5151515151515151,0.0,0.7575757575757576,0.24242424242424243
79,b_av,-,-,0.34841628959276016,0.09954751131221719
79,b_se,0.5155555555555555,0.23555555555555555,0.9155555555555556,0.6844444444444444
79,b_sk,0.13574660633484162,0.07692307692307693,0.17647058823529413,0.14479638009049775
79,b_sesk,0.6222222222222222,0.3111111111111111,0.96,0.7777777777777778
89,fixed,0.6510067114093959,0.3926174496644295,0.8791946308724832,0.7885906040268457
89,b_av,-,-,0.9967320261437909,0.5751633986928104
89,b_se,0.7022653721682848,0.36245954692556637,0.9676375404530745,0.889967637540453
89,b_sk,0.18627450980392157,0.08823529411764706,0.6405228758169934,0.2973856209150327
89,b_sesk,0.7864077669902912,0.44983818770226536,1.0,0.9514563106796117
190,fixed,0.7159253945480631,0.2611190817790531,0.8407460545193687,0.6886657101865137
190,b_av,-,-,0.7293497363796133,0.18453427065026362
190,b_se,0.39792387543252594,0.13494809688581316,0.6418685121107266,0.38235294117647056
190,b_sk,0.39015817223198596,0.21968365553602812,0.5817223198594025,0.37258347978910367
190,b_sesk,0.657439446366782,0.35121107266435986,0.9273356401384083,0.7041522491349481
191,fixed,0.4973637961335677,0.10369068541300527,0.7557117750439367,0.5588752196836555
191,b_av,-,-,0.6629711751662971,0.19068736141906872
191,b_se,0.3362637362637363,0.10989010989010989,0.6857142857142857,0.3868131868131868
191,b_sk,0.3766519823788546,0.21806167400881057,0.5286343612334802,0.36784140969163
191,b_sesk,0.631004366812227,0.32532751091703055,0.9388646288209607,0.6943231441048034
