hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.2503140703517588,0.10835427135678392,0.33103015075376885,0.22141959798994976
b_av,-,-,0.598770606314613,0.10170438670019559
b_sesk,0.5885444035733053,0.25932737782448767,0.8867577509196006,0.686022070415134
