hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.1351264809478066,0.022734550112071726,0.23182837015690042,0.11047070124879924
b_av,-,-,0.49885714285714283,0.10857142857142857
b_sesk,0.4370469798657718,0.17718120805369128,0.8614765100671141,0.552751677852349
