hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.48739495798319327,0.11422346716464364,0.7500778089013383,0.5431061313414255
b_av,-,-,0.5475400773908237,0.1417910447761194
b_sesk,0.5972944849115505,0.23491155046826223,0.9253381893860562,0.6766389177939646
