cwe,hit_type,Hit3,Hit1,Hit50,Hit30
22,fixed,0.0,0.0,1.0,0.43478260869565216
22,b_av,-,-,0.3712121212121212,0.015151515151515152
22,b_se,0.40875912408759124,0.08029197080291971,0.9051094890510949,0.6058394160583942
22,b_sk,0.0,0.0,0.05303030303030303,0.015151515151515152
22,b_sesk,0.40875912408759124,0.08029197080291971,0.9197080291970803,0.6131386861313869
79,fixed,0.9696969696969697,0.42424242424242425,1.0,0.8787878787878788
79,b_av,-,-,0.5746606334841629,0.07692307692307693
79,b_se,0.5244444444444445,0.24,0.9866666666666667,0.6888888888888889
79,b_sk,0.02262443438914027,0.0,0.14479638009049775,0.04524886877828054
79,b_sesk,0.5288888888888889,0.24,0.9866666666666667,0.6977777777777778
89,fixed,0.2876712328767123,0.05136986301369863,0.9794520547945206,0.6061643835616438
89,b_av,-,-,0.5695364238410596,0.09933774834437085
89,b_se,0.5540983606557377,0.3836065573770492,0.9147540983606557,0.7475409836065574
89,b_sk,0.039735099337748346,0.0,0.15894039735099338,0.06622516556291391
89,b_sesk,0.5770491803278689,0.3836065573770492,0.9508196721311475,0.7836065573770492
190,fixed,0.9812138728323699,0.930635838150289,0.9956647398843931,0.9869942196531792
190,b_av,-,-,0.5392857142857143,0.10714285714285714
190,b_se,0.37609841827768015,0.15817223198594024,0.6537785588752196,0.46045694200351495
190,b_sk,0.17142857142857143,0.02142857142857143,0.35,0.1
190,b_sesk,0.507908611599297,0.17926186291739896,0.789103690685413,0.5342706502636204
191,fixed,0.9946996466431095,0.9646643109540636,0.9982332155477032,0.9840989399293286
191,b_av,-,-,0.34216335540838855,0.026490066225165563
191,b_se,0.29978118161925604,0.13347921225382933,0.6039387308533917,0.28665207877461707
191,b_sk,0.09210526315789473,0.006578947368421052,0.18201754385964913,0.02850877192982456
191,b_sesk,0.3804347826086957,0.1391304347826087,0.7130434782608696,0.3108695652173913
