node_number,hit_type,Hit10,Hit5,Hit3,Hit1,Hit50%,Hit30%,total
>=5<10,fixed,-,825,765,638,765,699,843
>=5<10,b_av,-,-,-,-,389,78,687
>=5<10,b_sesk,-,719,583,359,561,427,740
>=10<20,fixed,1274,1110,1030,900,1198,1064,1390
>=10<20,b_av,-,-,-,-,1151,335,1883
>=10<20,b_sesk,1929,1464,1030,457,1814,1287,1965
>=20,fixed,759,615,575,441,765,682,900
>=20,b_av,-,-,-,-,446,96,966
>=20,b_sesk,877,498,314,136,961,641,1056
