Hit10,Hit5,Hit3,Hit1,Hit50%,Hit30%
0.0,0.864,2.671,13.868,2.263,8.565
0.0,0.0,0.0,0.0,15.35,5.237
0.0,1.852,8.56,14.784,8.585,15.441
3.171,3.855,1.951,7.248,3.891,3.076
0.0,0.0,0.0,0.0,12.034,6.916
6.938,12.161,11.443,8.362,11.34,11.714
7.908,7.718,5.956,4.547,7.723,7.367
0.0,0.0,0.0,0.0,15.953,9.455
14.841,19.078,18.574,11.267,11.59,18.286
