hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.7323767935121647,0.0941983780411728,0.8970679975046787,0.7164691203992514
b_av,-,-,0.5032131880413523,0.12238055322715842
b_sesk,0.5356860679483803,0.3271003423755596,0.8604161179878852,0.6318145904661575
