hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.7817242492734905,0.5502098805295447,0.8779463997416855,0.7639651275427833
b_av,-,-,0.5261952476381334,0.17205840251932436
b_sesk,0.5316455696202531,0.26232157285214114,0.7726905467277134,0.5706975491516294
