hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.5983250620347395,0.3442928039702233,0.7112282878411911,0.6017369727047146
b_av,-,-,0.412707182320442,0.07486187845303867
b_sesk,0.4467863648191517,0.22274264897215718,0.8706739526411658,0.5428051001821493
