hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.6825346784363178,0.29035308953341743,0.8395334174022698,0.6945145018915511
b_av,-,-,0.5689655172413793,0.1610122358175751
b_sesk,0.6528578919769271,0.34058730991085473,0.9334032511798637,0.7438384897745149
