node_number,hit_type,Hit10,Hit5,Hit3,Hit1,Hit50%,Hit30%,total
>=5<10,fixed,-,716,483,246,489,338,880
>=5<10,b_av,-,-,-,-,292,48,720
>=5<10,b_sesk,-,729,611,310,619,413,777
>=10<20,fixed,934,582,429,191,668,497,1421
>=10<20,b_av,-,-,-,-,658,108,1921
>=10<20,b_sesk,1968,1463,943,458,1761,1218,2001
>=20,fixed,364,267,219,93,430,308,917
>=20,b_av,-,-,-,-,493,55,976
>=20,b_sesk,1000,705,360,146,1024,890,1066
