hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.7328854766474728,0.5806142034548945,0.7936660268714012,0.7130518234165067
b_av,-,-,0.6437142857142857,0.20914285714285713
b_sesk,0.5750738651625034,0.2809562181036798,0.8941713671770077,0.6889605157131345
