hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.6417445482866043,0.27476635514018694,0.8551401869158879,0.7065420560747664
b_av,-,-,0.5077648363838048,0.09234608985024959
b_sesk,0.4702349869451697,0.2519582245430809,0.8908616187989556,0.6511749347258485
