hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.8018494055482166,0.5217965653896962,0.9412153236459709,0.8467635402906208
b_av,-,-,0.6219303255282695,0.25842375785265564
b_sesk,0.5725437415881561,0.27698519515477793,0.8328398384925976,0.6231493943472409
