hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.515285219035613,0.15316734951150332,0.739678537661519,0.5386069965332493
b_av,-,-,0.44120100083402836,0.07311648596052266
b_sesk,0.4693396226415094,0.22038784067085954,0.7125262054507338,0.5055031446540881
