hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.4389937106918239,0.16761006289308175,0.6220125786163522,0.45220125786163523
b_av,-,-,0.3579972183588317,0.04228094575799722
b_sesk,0.5463376214229456,0.18587555788920976,0.804410606458388,0.5870307167235495
