node_number,hit_type,Hit10,Hit5,Hit3,Hit1,Hit50%,Hit30%,total
>=5<10,fixed,-,863,772,512,819,644,880
>=5<10,b_av,-,-,-,-,356,84,696
>=5<10,b_sesk,-,715,616,323,607,424,753
>=10<20,fixed,1352,1144,910,521,1236,1036,1423
>=10<20,b_av,-,-,-,-,912,236,1872
>=10<20,b_sesk,1846,1287,968,361,1629,1097,1955
>=20,fixed,791,686,556,337,819,739,918
>=20,b_av,-,-,-,-,499,116,958
>=20,b_sesk,805,450,335,137,898,596,1046
