cwe,hit_type,Hit3,Hit1,Hit50,Hit30
22,fixed,0.043478260869565216,0.043478260869565216,0.9130434782608695,0.13043478260869565
22,b_av,-,-,0.7348484848484849,0.007575757575757576
22,b_se,0.8248175182481752,0.36496350364963503,1.0,0.9781021897810219
22,b_sk,0.0,0.0,0.0,0.0
22,b_sesk,0.8248175182481752,0.36496350364963503,1.0,0.9781021897810219
79,fixed,0.12121212121212122,0.030303030303030304,0.12121212121212122,0.030303030303030304
79,b_av,-,-,0.1583710407239819,0.004524886877828055
79,b_se,0.8088888888888889,0.17777777777777778,0.9777777777777777,0.8177777777777778
79,b_sk,0.0,0.0,0.00904977375565611,0.0
79,b_sesk,0.8088888888888889,0.17777777777777778,0.9777777777777777,0.8177777777777778
89,fixed,0.027303754266211604,0.017064846416382253,0.4539249146757679,0.05460750853242321
89,b_av,-,-,0.8950819672131147,0.10819672131147541
89,b_se,0.7954545454545454,0.288961038961039,0.987012987012987,0.9772727272727273
89,b_sk,0.0,0.0,0.12459016393442623,0.009836065573770493
89,b_sesk,0.7954545454545454,0.288961038961039,0.9967532467532467,0.9805194805194806
190,fixed,0.5861070911722142,0.22431259044862517,0.7120115774240231,0.5947901591895803
190,b_av,-,-,0.34851138353765326,0.03852889667250438
190,b_se,0.32413793103448274,0.10517241379310345,0.5051724137931034,0.30517241379310345
190,b_sk,0.18038528896672504,0.043782837127845885,0.28371278458844135,0.15586690017513136
190,b_sesk,0.4672413793103448,0.1482758620689655,0.7051724137931035,0.44655172413793104
191,fixed,0.6261022927689595,0.13227513227513227,0.7654320987654321,0.6172839506172839
191,b_av,-,-,0.24061810154525387,0.01545253863134658
191,b_se,0.27571115973741794,0.07658643326039387,0.47045951859956237,0.2800875273522976
191,b_sk,0.1162280701754386,0.05263157894736842,0.16666666666666666,0.08991228070175439
191,b_sesk,0.3782608695652174,0.1282608695652174,0.6065217391304348,0.36086956521739133
