hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.7764438676184295,0.6203763789746918,0.8118105126541207,0.7663854639844258
b_av,-,-,0.6350071736011478,0.2556671449067432
b_sesk,0.7679199350824993,0.3862591290235326,0.9645658642142277,0.8193129564511766
