cwe,hit_type,Hit3,Hit1,Hit50,Hit30
22,fixed,0.3181818181818182,0.045454545454545456,0.9090909090909091,0.45454545454545453
22,b_av,-,-,0.6818181818181818,0.13636363636363635
22,b_se,0.8832116788321168,0.8467153284671532,1.0,0.9854014598540146
22,b_sk,0.05303030303030303,0.0,0.12121212121212122,0.06818181818181818
22,b_sesk,0.8832116788321168,0.8467153284671532,1.0,0.9854014598540146
79,fixed,0.7575757575757576,0.36363636363636365,0.8484848484848485,0.5757575757575758
79,b_av,-,-,0.2579185520361991,0.0
79,b_se,0.9066666666666666,0.5911111111111111,0.9733333333333334,0.9066666666666666
79,b_sk,0.00904977375565611,0.0,0.01809954751131222,0.00904977375565611
79,b_sesk,0.9155555555555556,0.5911111111111111,0.9866666666666667,0.9155555555555556
89,fixed,0.045454545454545456,0.0034965034965034965,0.6188811188811189,0.1993006993006993
89,b_av,-,-,0.9802631578947368,0.35855263157894735
89,b_se,0.9087947882736156,0.8762214983713354,0.9804560260586319,0.9674267100977199
89,b_sk,0.029605263157894735,0.019736842105263157,0.34868421052631576,0.19736842105263158
89,b_sesk,0.9283387622149837,0.8957654723127035,0.993485342019544,0.9837133550488599
190,fixed,0.6571018651362984,0.2582496413199426,0.860832137733142,0.6786226685796269
190,b_av,-,-,0.5559440559440559,0.11713286713286714
190,b_se,0.47676419965576594,0.342512908777969,0.7056798623063684,0.4440619621342513
190,b_sk,0.16433566433566432,0.07167832167832168,0.2692307692307692,0.11888111888111888
190,b_sesk,0.5507745266781411,0.41308089500860584,0.8158347676419966,0.5438898450946644
191,fixed,0.4711033274956217,0.07005253940455342,0.7425569176882661,0.5446584938704028
191,b_av,-,-,0.5176991150442478,0.05309734513274336
191,b_se,0.4605263157894737,0.31359649122807015,0.8026315789473685,0.4692982456140351
191,b_sk,0.13186813186813187,0.04835164835164835,0.16043956043956045,0.07032967032967033
191,b_sesk,0.5098039215686274,0.35947712418300654,0.8779956427015251,0.5228758169934641
