hit_type,Hit3,Hit1,Hit50%,Hit30%
fixed,0.37612403100775194,0.02883720930232558,0.64,0.4201550387596899
b_av,-,-,0.3537190082644628,0.0581267217630854
b_sesk,0.43519958527734576,0.17236910316226023,0.7467599792638673,0.451270088128564
